Program,Study year,Semester,Course,Student ID,Position in Rating,Average Grade,Minimal Grade,Percentile,GPA
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 832424,41,6.67,6,62.5%,6.70
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2495483,42 - 44,6.67,5,64.06%,6.65
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 4965607,42 - 44,6.67,4,64.06%,6.65
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6793814,42 - 44,6.67,4,64.06%,6.65
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6632659,45 - 49,6.67,4,68.75%,6.61
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 8104879,45 - 49,6.67,4,68.75%,6.61
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 79541,45 - 49,6.67,4,68.75%,6.61
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 9463019,45 - 49,6.67,5,68.75%,6.61
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6668949,45 - 49,6.67,4,68.75%,6.61
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 8843531,50,6.5,4,76.56%,6.43
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 5333445,51 - 52,6.33,4,78.13%,6.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 1433688,51 - 52,6.33,4,78.13%,6.30
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 5630306,53,6.33,4,81.25%,6.26
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2273321,54 - 56,6.17,4,82.81%,6.13
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 4554556,54 - 56,6.17,4,82.81%,6.13
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6940755,54 - 56,6.17,5,82.81%,6.13
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 3077912,57,6.17,4,87.5%,6.09
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 8009370,58,6,4,89.06%,5.91
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 5263694,59,5.83,4,90.63%,5.78
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 2904191,60,5.33,4,92.19%,5.26
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 8653281,61,5.33,4,93.75%,5.22
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 3484076,62,5.11,6,95.31%,5.06
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 6734914,63,0,,100%,0.00
Инфокоммуникационные технологии и системы связи,2024/2025,1,4,Студент 7407912,64,,,100%,0.00
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 8217619,1,8.67,8,0%,8.67
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 3837974,2,8.33,6,1.14%,8.43
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 7307743,3,8.33,6,2.27%,8.38
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 6303376,4,8.33,7,3.41%,8.24
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 242500,5,8.33,6,4.55%,8.17
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 7113516,6,8,6,5.68%,8.07
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 4310461,7,8,6,6.82%,8.02
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 1021028,8,7.89,6,7.95%,7.95
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 3996128,9,7.67,6,9.09%,7.88
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 1129082,10,7.67,6,10.23%,7.69
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 5517664,11 - 12,7.67,3,11.36%,7.67
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 1548425,11 - 12,7.67,6,11.36%,7.67
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 6056153,13,7.78,5,13.64%,7.64
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 3759374,14,7.56,6,14.77%,7.60
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 4547412,15,7.33,6,15.91%,7.52
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 5929658,16,7.44,6,17.05%,7.45
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 7511944,17,7.4,5,18.18%,7.45
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 4358522,18,7.22,6,19.32%,7.24
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 7859616,19,7.22,6,20.45%,7.21
Инфокоммуникационные технологии и системы связи,2023/2024,2,1,Студент 2652615,20 - 21,7.22,5,21.59%,7.19
